page_id,title,is_redirect,is_disambiguation,qid,length_chars,words,references,images,internal_links,categories
33999,Кішкене Аралтөбе,0,0,Q27430644,1403,160,1,0,6,3
34000,Кішкене Бұғаз,0,0,Q20484238,1907,210,1,0,14,2
34001,Кішкене Жыланды,0,0,Q12550345,1564,179,1,0,8,1
34002,Кішкене Көгілдір,0,0,Q12550347,1499,174,1,0,6,1
34003,Кішкене Күйкентай,0,0,Q12550346,1606,190,1,0,7,1
34004,Кішкене нарқызыл,0,0,Q12550348,534,57,1,0,6,2
34005,Кішкенесор (Солтүстік Қазақстан облысы),0,0,Q27351858,1566,187,0,0,9,2
34006,Кішкенесор (Ақмола облысы),0,0,Q12550350,1388,164,0,0,5,2
34007,Кішкенесортаң,0,0,Q12550351,652,66,1,0,7,2
34008,Кішкене Табаққалған,0,0,Q20484233,1604,177,1,0,8,1
34009,Кішкентай тастемір,0,0,Q12550353,649,61,1,0,5,2
34010,Кіші айыркөл,0,0,Q27353803,650,74,1,0,5,2
34012,Кіші аққұтан,0,0,Q131709,5391,654,4,2,39,7
34014,Кіші Алакөл,0,0,Q32199852,1318,147,1,0,7,3
34016,Кіші Алматы мұздықтары,0,0,Q20484220,1003,119,1,0,7,2
34017,Кіші Арқалы,0,0,Q12550355,1582,183,1,0,7,1
34018,Кіші Ачинахкөлсай,0,0,Q12550384,1698,190,1,0,10,2
34019,Кіші Әжболат,0,0,Q12550420,1324,168,0,0,7,2
34020,Кіші Басқан,0,0,Q12550385,4440,523,1,0,21,2
34021,Кіші Берел мұздығы,0,0,Q12550386,1145,135,1,0,4,2
34022,Кіші Боғда,0,0,Q12550388,1646,205,2,0,6,1
34023,Кіші Борсық,0,0,Q11751818,2063,248,1,0,13,2
34024,Кіші Бөкен,0,0,Q12550390,1696,192,1,0,12,2
34025,Кіші Бүркітті,0,0,Q12550391,1607,185,1,0,9,1
34026,Кіші Емболат,0,0,Q12550393,1688,186,1,0,14,2
34027,Кіші Жаркөл,0,0,Q12550394,1504,186,0,0,9,1
34028,Кіші Кетпен,0,0,Q12550398,1654,191,0,0,10,2
34029,Кіші Көкдөнен,0,0,Q12550399,1220,153,1,0,6,3
34030,Кіші Қалқан тауы,0,0,Q12550412,1718,194,2,0,6,2
34031,Кіші Қарақуыс,0,0,Q12550415,1592,197,1,0,10,1
34032,Кіші Қараой,0,0,Q12029250,1530,186,1,0,3,2
34033,Кіші қаратау жер асты су алабы,0,0,Q12550416,1567,193,1,0,14,1
34034,Кіші қаратау кенді ауданы,0,0,Q12550414,1204,134,1,0,15,0
34035,Кіші Қаратау қатпарлы белдемі,0,0,Q12550409,2522,269,1,0,14,2
34036,Кіші Қатпаған,0,0,Q27357643,1372,167,0,0,7,2
34037,Кіші Қобда,0,0,Q4277467,2665,306,3,0,22,4
34038,Кіші Қоскөл,0,0,Q27352280,1494,181,0,0,9,2
34039,Кіші Қосқопа,0,0,Q16433036,1687,210,1,0,8,2
34040,Кіші қызылоба,0,0,Q12550417,1494,178,1,0,7,2
34041,Кішімайлан,0,0,Q12550427,1557,197,1,0,8,1
34042,Кіші Майтөбе,0,0,Q12550400,1809,202,1,0,10,2
34043,Малоубинка,0,0,Q18401663,2766,274,2,0,5,1
34045,Кіші Өсек,0,0,Q12550421,1763,205,1,0,11,2
34046,Кіші Сарыоба,0,0,Q16433012,1561,212,0,0,4,2
34047,Кіші сепкілгүл,0,0,Q157339,1287,149,1,0,11,1
34048,Кіші сүйелжазар,0,0,Q17416122,1510,172,1,0,17,1
34049,Кіші сырғанақ,0,0,Q20484224,1357,170,1,0,7,1
34050,Кішітақыр,0,0,Q12550433,710,83,1,0,5,2
34051,Кішітау,0,0,Q12550432,1698,190,1,0,12,1
34052,Кіші Тобылжан,0,0,Q12550373,1558,194,1,0,7,2
34053,Кіші Тораңғыл,0,0,Q12550377,2007,243,1,0,9,2
34054,Кіші Үлбі,0,0,Q32192769,1839,202,1,0,15,3
34055,Кіші Үлбі бөгені,0,0,Q28669122,1162,146,1,0,4,1
34056,Кіші Шабақты,0,0,Q16433023,1185,146,0,0,3,1
34057,Қабақ,0,0,Q1995080,1872,215,1,0,23,2
34059,"Қабанқұлақ (тау, Түркістан облысы)",0,0,Q16432413,1611,183,1,0,7,2
34060,Қабантақыр,0,0,Q12572582,1457,179,0,0,5,2
34063,Қабыланқыр,0,0,Q49174829,1910,216,1,0,4,3
34064,Қабыланқыр кемері,0,0,Q12572626,1387,151,1,0,6,3
34066,Қабылтау,0,0,Q12572640,1574,192,1,0,10,2
34067,Қабырға (өзен),0,0,Q12572653,1895,213,1,0,9,2
34068,Қабырғатау,0,0,Q12572655,675,79,1,0,7,1
34069,Қабыршақ,0,0,Q188488,2440,245,2,1,22,1
34072,Қабыршақты (көл),0,0,Q12572648,1822,223,1,0,6,2
34073,Қабыршақтылар,0,0,Q122422,1268,135,1,1,11,1
34074,Қабыршөп,0,0,Q220925,1521,188,1,0,12,2
34075,Қабыскөл,0,0,Q16434799,1256,152,1,0,3,2
34076,Қағанақ,0,0,Q12575342,1436,158,1,1,5,3
34077,Қағанақсыздар,0,0,Q12575345,1349,137,1,0,5,1
34079,Қағыл,0,0,Q12575348,1747,196,1,0,11,1
34081,Қадырбай (көл),0,0,Q12572687,1289,160,0,0,5,2
34085,Қазақбай бөгені,0,0,Q12573178,991,116,1,0,4,1
34088,Қазақ егіншілік ғылыми-зерттеу институты,0,0,Q12572865,2444,265,1,0,12,4
34089,Қазақ ешкісі,0,0,Q12572869,1232,136,1,3,11,2
34092,Қазақ күріш ғылыми-зерттеу институты,0,0,Q12572888,3521,388,0,0,8,2
34094,Қазақ лақсасы,0,0,Q15581436,1735,201,1,0,18,2
34096,Қазақсай,0,0,Q12573127,1822,204,1,0,12,2
34097,Қазақ сербегі,0,0,Q15549540,1638,195,1,0,17,1
34098,Қазақсор,0,0,Q12573196,752,87,1,0,8,1
34101,Қазақстанның ежелгі қорықтары,0,0,Q12573537,2787,324,1,0,34,1
34102,Қазақстанның су қорлары,0,0,Q4114023,9892,1133,4,4,59,3
34103,Қазақстан республикасының орман қоры,0,0,Q12573435,1738,207,1,0,11,1
34104,Қазақстан Республикасының экологиялық статусы,0,0,Q12573344,1790,188,2,1,6,1
34105,Қазақстан спарассисі,0,0,Q16432931,1162,137,1,0,2,2
34108,Қазақтың ақбас сиыры,0,0,Q1734808,3165,396,0,0,16,4
34112,Қазақтың етті-биязылау жүнді қойы,0,0,Q12573597,1921,228,1,0,18,1
34113,Қазақтың қатпарлы өлкесі,0,0,Q16431245,6464,681,1,1,51,1
34114,Қазақтың қылшық жүнді құйрықты қойы,0,0,Q12573607,1720,233,1,0,18,1
34115,Қазақтың оңтүстік мериносы,0,0,Q12573600,1347,154,1,1,16,1
34116,Қазақтың ұяң жүнді құйрықты қойы,0,0,Q25506515,1699,227,1,0,18,1
34117,Қазақ шығанағы,0,0,Q4208098,1631,206,1,0,6,3
34118,Қазақы экологиялық қағидалар,0,0,Q16431253,1185,134,1,1,9,0
34121,Қазан өзені,0,0,Q32186084,1716,191,1,0,11,2
34123,Қазанбай,0,0,Q12572764,1378,154,1,0,7,2
34124,Қазанбасы қорықшасы,0,0,Q12572768,1297,142,1,0,2,2
34126,Қазантабан,0,0,Q12572772,1369,170,1,0,9,3
34127,Қазаншат,0,0,Q20484684,1801,193,1,0,10,1
34128,Қазба,0,0,Q25506518,2294,305,1,0,13,1
34129,Қазба жануарлар,0,0,Q122980870,4184,454,1,1,54,3
34130,Қазба өсімдіктер,0,0,Q3391551,2217,257,1,0,28,1
34131,Қазба піл,0,0,Q12573622,686,93,1,0,4,1
34132,Қазбасқазған,0,0,Q20484902,478,50,1,0,5,2
34133,Қазбауыр,0,0,Q17240882,1874,228,1,0,16,1
34137,Қазоты,0,0,Q4989178,1923,228,1,0,24,1
34138,Қазсанбай,0,0,Q12573658,555,57,1,0,7,1
34143,Қазы (көл),0,0,Q12573674,1595,199,1,0,4,2
34145,Қазыбек (өзен),0,0,Q12573684,1743,188,2,0,12,2
34146,Қазыбек (тау),0,0,Q12573676,1654,193,1,0,8,1
34147,Қазығұрт (гүл),0,0,Q1415764,1590,198,1,0,23,1
34151,Қазық,0,0,Q12573705,2755,354,1,3,0,3
34152,Қазышбұлақсай,0,0,Q12573700,1729,195,1,0,12,2
34153,Қайдағұл,0,0,Q12573733,1760,202,1,0,11,2
34154,Қайдақ соры,0,0,Q12573735,2251,250,4,0,13,2
34155,Қайдауыл,0,0,Q20484917,1661,205,1,0,10,1
34156,Қайқаң,0,0,Q12573949,1777,215,1,0,14,2
34157,Қайқықанат,0,0,Q4210109,1443,176,1,0,10,1
34159,Қайнар (көл),0,0,Q20484923,1337,163,1,0,3,1
34160,Қайнар (Жем алабындағы өзен),0,0,Q32209237,1777,204,1,0,12,2
34162,Қайрақкөл,0,0,Q12573794,1980,223,1,0,13,3
34163,Қайрақтас,0,0,Q12573793,1600,188,1,0,7,1
34165,"Қайрақты (өзен, Қарағанды облысы)",0,0,Q12573800,1857,213,2,0,12,2
34166,"Қайрақты (өзен, Ақмола облысы)",0,0,Q32209250,2172,241,1,0,14,3
34167,Қайрақты (асу),0,0,Q12573797,1501,186,1,0,10,2
34168,Қайрақты (тау),0,0,Q12573798,1818,210,1,0,12,1
34169,Қайрақты (Дегелең тау),0,0,Q16431331,1579,183,1,0,6,1
34170,Қайрақты қорғасын кен орны,0,0,Q16431339,1220,139,2,0,19,1
34171,Қайта сортаңдану,0,0,Q25506530,1760,213,1,0,5,1
34172,Қайшы өзені,0,0,Q16434374,1765,195,1,0,12,2
34173,Қайызғақшөп,0,0,Q156294,1990,233,1,0,20,1
34174,Қайықша томағашөп,0,0,Q15364994,1744,212,1,0,15,1
34176,Қайыңдар тұқымдасы,0,0,Q156064,2453,276,1,0,25,1
34177,Қайыңды (Жамбыл облысы),0,0,Q13664277,2850,313,1,0,7,1
34178,Қайыңды (Шалқар алабы),0,0,Q32209264,1975,223,1,0,17,3
34179,Қайыңды (Ертіс алабы),0,0,Q12573937,1883,211,1,0,12,2
34180,Қайыңды (Ойыл алабы),0,0,Q16431428,1922,218,1,0,10,2
34181,Қайыңды (сор),0,0,Q20484937,472,48,1,0,7,2
34182,Қайыңды (тау),0,0,Q12573939,1596,182,1,0,7,1
34183,Қайыңдыкөл (батпақ),0,0,Q16431445,780,93,1,0,7,2
34184,Қайыңды орман,0,0,Q25506531,1489,178,1,0,14,1
34185,Қайыңдысор,0,0,Q16431452,1386,164,0,0,8,1
34187,Қайындышоқ,0,0,Q12573872,658,77,1,0,8,1
34188,Қайыңдышоқы,0,0,Q12573945,1769,199,1,0,10,2
34189,Қайың түбі саңырауқұлағы,0,0,Q12573935,1558,182,1,1,15,1
34190,Қайып (өзен),0,0,Q12573874,1788,200,1,0,10,3
34191,Қайыпмергеннің қарасуы,0,0,Q12573880,1938,221,1,0,9,2
34192,Қайыр,0,0,Q25506533,582,60,1,0,7,1
34193,Қайыршақтыкөл,0,0,Q12573920,1261,157,0,0,4,1
34195,Қақ (көл),0,0,Q12575354,1253,157,0,0,2,1
34197,Қақпатас бөгені,0,0,Q16432313,1914,220,2,0,7,1
34201,Қалақай көбелегі,0,0,Q157609,929,103,1,1,6,1
34202,Қалақайлар тұқымдасы,0,0,Q156332,2624,310,2,1,23,1
34203,Қаламқас мұнай-газ кен орны,0,0,Q4209026,5478,656,2,0,35,3
34205,Қалампырлар тұқымдасы,0,0,Q25995,1778,201,1,1,22,2
34206,Қалампыршөп,0,0,Q159314,1589,188,1,1,5,3
34207,Қалатұз,0,0,Q12573987,2048,254,0,0,11,2
34210,Қалба кеніштері,0,0,Q20484941,1462,179,1,1,8,2
34211,Қалба-Нарын сирек металды белдеуі,0,0,Q20484948,1405,159,1,1,12,1
34212,Қалғанкөл,0,0,Q12574157,1719,215,1,0,6,2
34213,"Қалғұтты (өзен, Шығыс Қазақстан облысы)",0,0,Q20484977,2008,231,1,0,10,2
34218,Қалемше,0,0,Q304817,2136,258,1,3,9,1
34223,Қалқан (құмды алқап),0,0,Q25529579,1139,105,1,0,5,1
34230,Қалмақеміл,0,0,Q12574081,2057,233,1,0,12,2
34231,Қалмақжатқан тауы,0,0,Q12574083,1847,211,1,0,10,1
34236,Қалмас тауы,0,0,Q20484958,1663,189,1,0,9,1
34249,Қамаргүл,0,0,Q12358274,2392,261,1,0,22,2
34260,Қамыс-Самар жайылмасы,0,0,Q27348430,1485,174,1,0,4,2
34263,Қамысты ауданы,0,0,Q703004,7121,845,5,0,62,1
34282,Қандыағаш (ағаш),0,0,Q25239,2152,233,2,0,22,1
34302,Қаншықкөл,0,0,Q12574353,1365,156,1,0,6,1
34303,Қаңбақ,0,0,Q4737975,861,99,1,0,9,2
34304,Қаңбақкөл,0,0,Q12575378,1188,140,0,0,5,1
34305,Қаңбақ сораң,0,0,Q15226213,1019,116,1,0,13,2
34306,Қаңбақты (көл),0,0,Q31195455,1478,179,1,0,4,1
34307,Қаңсар,0,0,Q12575386,1717,190,1,0,13,1
34308,Қаңтарбай,0,0,Q12575387,1767,200,1,0,12,1
34311,Қапаларасан минералды суы,0,0,Q12574391,1404,183,1,0,15,2
34314,Қаптыадыр,0,0,Q16431675,1838,203,2,0,12,1
34315,Қапшағай бөгені (Түркістан облысы),0,0,Q12574414,1359,165,1,0,5,1
34316,Қапшағай аңшылық-қорық шаруашылығы,0,0,Q12574413,577,60,1,0,7,1
34319,Қараағаш (Ұлытау облысы),0,0,Q16661510,3822,400,4,0,15,1
34325,Қараағаш қорықшасы,0,0,Q12574855,1475,161,1,0,5,2
34326,Қараағаш орман алқабы,0,0,Q12574472,1001,104,1,0,3,2
34327,Қарағаштау,0,0,Q12574473,1564,174,1,0,9,1
34328,Қараадыр (Ханшыңғыс жота),0,0,Q12574448,1637,187,1,0,7,1
34329,Қараадыр (Ұлытау тау),0,0,Q12574451,1727,190,1,0,11,1
34332,"Қараадыр (тау, Жарқайың ауданы Ақмола облысы)",0,0,Q12574450,1497,168,1,0,6,1
34333,Қараадыр (қоныс),0,0,Q16431695,651,79,0,0,0,1
34335,Қараайғыркөл,0,0,Q16431702,1207,153,0,0,8,1
34336,Қараала,0,0,Q12574452,1527,177,1,0,7,1
34339,Қара алма,0,0,Q25506536,1102,161,1,0,9,2
34340,Қараалып,0,0,Q12574454,720,79,1,0,7,2
34341,Қара андыз,0,0,Q25506546,1362,163,1,0,16,1
34342,Қараапан,0,0,Q12574455,553,61,1,0,7,3
34344,Қара арша,0,0,Q65486299,1093,146,1,0,4,1
34346,Қараатозған,0,0,Q12574461,501,57,1,0,4,2
34348,Қарабайыр жылқы,0,0,Q1728868,916,114,1,1,5,1
34350,Қарабақыр бөгені,0,0,Q12574496,1072,125,1,0,7,1
34352,Қарабалық ауданы,0,0,Q1377553,8599,1066,6,0,65,1
34353,Қарабарақ,0,0,Q2497125,1220,131,1,1,13,3
34354,Қарабарғы,0,0,Q12574480,1740,201,1,0,9,1
34358,Қарабас (Сырдария алабы),0,0,Q16431730,1799,193,1,0,11,2
34359,Қарабасқұм,0,0,Q12574490,1325,159,1,0,4,1
34361,Қарабастау (тау),0,0,Q12574487,2025,225,2,0,13,1
34362,Қарабастұз,0,0,Q16431743,1498,192,1,0,3,2
34363,Қарабасшөп,0,0,Q12574489,1544,193,1,1,9,1
34364,Қарабау (өзен),0,0,Q23958830,1801,196,1,0,11,2
34368,Қарабауыр (жон),0,0,Q17504651,751,80,1,1,5,2
34369,Қарабаян,0,0,Q12574495,1596,198,1,0,7,2
34370,Қарабек,0,0,Q12574497,1597,187,1,0,8,1
34371,Қараберік,0,0,Q12574499,1686,193,1,0,9,1
34372,Мәдени қарабидай,0,0,Q12099,2617,324,1,0,23,3
34373,Қарабидайық (көл),0,0,Q12574502,1272,150,1,0,4,2
34375,Қарабиік,0,0,Q20485041,1644,173,2,0,9,1
34376,Қара бозторғай,0,0,Q318893,1938,230,1,2,12,5
34378,Қарабұға,0,0,Q32183319,2093,231,1,0,16,2
34379,Қарабұдыр,0,0,Q12574505,1497,172,1,0,10,1
34380,"Қарабұжыр (тау, Қарағанды облысы)",0,0,Q12574504,1762,201,1,0,9,1
34382,Қарабұлақ өзені,0,0,Q12574515,2177,244,1,0,12,2
34389,Қара бұрыш,0,0,Q43084,1454,172,1,3,9,3
34393,Қара бүлдірген,0,0,Q19842373,2943,351,2,3,12,1
34394,Қарағай,0,0,Q12024,4573,567,1,0,21,2
34395,Қарағай газ кен орны,0,0,Q12574750,914,118,1,0,9,4
34396,Қарағайлар тұқымдасы,0,0,Q101680,1251,150,1,1,9,1
34403,Қарағайлыкөл,0,0,Q16434503,1512,187,0,0,12,1
34404,Қарағайлы қорғасын-барит кен орны,0,0,Q20485609,2212,265,1,0,21,3
34405,Қарағайлы орман,0,0,Q12574764,1791,202,1,0,13,2
34407,Қарағали,0,0,Q12574768,1474,172,1,0,8,1
34411,"Қарағанды (өзен, Ұлы Жыланшық алабы)",0,0,Q12574776,1815,200,1,0,14,2
34416,Қарағанды артезиан алабы,0,0,Q12574794,1586,196,1,0,7,2
34417,Қарағанды ботаника бағы,0,0,Q12574777,2124,261,1,0,9,1
34421,Қарағандысай өзегі,0,0,Q25506544,725,79,1,0,0,1
34423,Қарағаштар тұқымдасы,0,0,Q156311,2821,333,1,0,20,1
34441,Қаражан,0,0,Q23958832,2152,230,1,0,16,3
34444,Қаражар арнасы,0,0,Q12574552,517,62,1,0,2,1
34450,Қаражиде (төбе),0,0,Q16431808,1511,190,1,0,6,2
34461,Қаракешу,0,0,Q27348435,1560,160,12,0,9,2
34462,Арал қаракөзі,0,0,Q12529613,1272,167,1,0,3,2
34467,"Қаракөл (көл, Қарағанды облысы)",0,0,Q12574583,1385,166,1,0,6,1
34469,"Қаракөл (көл, Жамбыл облысы)",0,0,Q12574582,1690,204,1,0,9,2
34471,Қаракөл (шоқы),0,0,Q12574584,1783,201,1,0,7,1
34473,Қаракөл елтірісі,0,0,Q2609592,1645,187,2,1,15,3
34478,Қаракүйе саңырауқұлақтар,0,0,Q594740,3278,389,3,0,16,3
34490,Қарақамыс (шығанақ),0,0,Q16432131,1319,153,1,0,3,2
34502,Ирина Роднина,0,0,Q233812,8642,1169,3,0,1,10
34525,Азынабай-тайпақ каналы,0,0,Q12527299,1158,124,1,0,3,1
34526,Аиздар тұқымдасы,0,0,Q156219,1093,127,1,1,18,1
34527,Айбас-қайбас,0,0,Q16431422,635,75,1,0,5,1
34528,Айбикешақпақ,0,0,Q16431432,1442,177,1,0,6,2
34529,Айгүл тауы,0,0,Q65486297,1017,122,1,0,6,1
34530,Айғай,0,0,Q12527778,1580,173,1,0,8,2
34531,Айғыз,0,0,Q12527789,1067,134,1,0,4,0
34532,Айғыр,0,0,Q757833,2759,354,2,1,16,1
34534,"Айғыржал (тау, Алматы облысы)",0,0,Q12527799,1349,144,1,0,7,1
34535,Айғыржал (Абай облысы),0,0,Q18396326,2359,255,1,0,5,2
34536,"Айғыржал (тау, Қарқаралы ауданы)",0,0,Q12527801,1656,193,1,0,8,1
34537,"Айғыржал (тау, Ақмола облысы)",0,0,Q16431644,1725,203,1,0,5,1
34538,"Айғыржал (тау, Жаңаарқа ауданы)",0,0,Q16431651,1688,187,1,0,11,1
34540,Айғыркөл,0,0,Q16431657,1290,151,1,0,6,2
34541,Айғыркөмген,0,0,Q16434169,1146,136,1,0,7,2
34543,Айғыр (құм),0,0,Q12527793,1058,124,1,0,7,1
34544,Айғыршағыл,0,0,Q12527804,421,34,1,0,6,3
34546,Айдаргүл,0,0,Q1148371,1403,170,1,0,20,1
34549,Айдархан бөгені,0,0,Q12527410,1287,167,1,0,6,1
34551,Айкене құмы,0,0,Q12527441,807,94,1,0,11,1
34552,Айкинит,0,0,Q404955,506,46,1,0,9,1
34553,Айқайың,0,0,Q2914608,2482,284,3,0,38,1
34554,Айқоныс,0,0,Q16431668,1221,149,0,0,7,2
34555,Айлауық,0,0,Q571166,1679,197,1,0,20,2
34556,Айлауықтар тұқымдасы,0,0,Q26568,1923,207,2,0,18,1
34558,Аймекен,0,0,Q12527506,588,66,1,0,8,2
34559,Аймекен жер асты суы алабы,0,0,Q12527507,566,66,1,0,6,1
34560,Аймыр,0,0,Q12527508,1428,156,1,0,19,1
34562,Айнабұлақ су құбыры,0,0,Q12527523,646,73,2,0,7,1
34564,Айнакөл (көл),0,0,Q12527526,1436,169,1,0,5,2
34565,Айнақ,0,0,Q16431558,1071,134,0,0,3,2
34567,Айнымас,0,0,Q12527597,419,42,1,0,3,2
34568,Айован,0,0,Q1046570,1108,120,1,1,9,1
34569,Айпан,0,0,Q12527602,1375,169,1,0,7,1
34570,Айрақты,0,0,Q12527607,2191,254,1,0,12,1
34571,Айрантақыр мұнай кен орны,0,0,Q12527605,1996,235,1,0,9,2
34572,Айрат,0,0,Q3232424,734,95,1,0,5,1
34573,Айрауық,0,0,Q161134,2322,273,2,0,30,1
34574,Айршир сиыры,0,0,Q793281,1468,177,2,1,15,1
34575,Айталы,0,0,Q12527639,425,40,1,1,4,1
34576,Айтман,0,0,Q12527674,380,34,1,0,6,1
34578,Айтілес,0,0,Q12527697,461,46,1,1,5,1
34579,Айуантөбе,0,0,Q16431612,1695,191,1,0,9,1
34580,Айыраша,0,0,Q25506547,724,82,1,0,6,1
34581,Айыркезең,0,0,Q12527754,443,44,1,1,5,1
34582,Айырқызыл,0,0,Q12527776,1252,141,1,1,8,1
34583,Айыртам,0,0,Q16431624,2416,242,1,1,9,1
34584,Айыртарақ,0,0,Q3322781,2051,224,1,0,20,1
34586,"Айыртау (тау, Шет ауданы)",0,0,Q12527760,1548,177,1,0,7,1
34587,"Айыртау (тау, Солтүстік Қазақстан облысы)",0,0,Q4059055,1751,202,1,0,10,1
34588,Айыртау (Шығыс Қазақстан облысы),0,0,Q12546157,3449,354,3,0,11,1
34589,Айыртау белгі тасы,0,0,Q12527763,1110,112,2,0,18,2
34590,Акарология,0,0,Q2669293,1172,115,2,1,9,2
34591,Акантодтар,0,0,Q130955,2087,242,1,1,14,1
34592,Аквамарин,0,0,Q58959,850,83,1,1,10,1
34593,Аквариум балықтары,0,0,Q1448518,1494,169,0,0,20,1
34594,Аквариум өсімдіктері,0,0,Q472273,745,83,0,1,4,1
